1 0.000287222
1 0.000286721
1 0.000329102
1 0.000306437
1 0.000286832
1 0.000286731
1 0.000286923
1 0.000286812
1 0.000286812
1 0.000294236
2 0.000573572
2 0.000581907
2 0.000617096
2 0.000602918
2 0.000604752
2 0.000604702
2 0.000604924
2 0.000620622
2 0.000604822
2 0.000629868
4 0.00147522
4 0.00177584
4 0.0007262
4 0.000493702
4 0.000485716
4 0.000484204
4 0.000548586
4 0.000484685
4 0.000484473
4 0.000484134
8 0.00101336
8 0.0010428
8 0.0010092
8 0.000991662
8 0.00216494
8 0.00327181
8 0.00334556
8 0.0031694
8 0.00366533
8 0.00362818
16 0.00303891
16 0.00216133
16 0.00217411
16 0.00282523
16 0.00257967
16 0.00785349
16 0.00738734
16 0.00713111
16 0.00777256
16 0.00712303
32 0.00523706
32 0.00696358
32 0.0114329
32 0.0100151
32 0.0123017
32 0.011977
32 0.00896152
32 0.00994064
32 0.00438039
32 0.0112611
64 0.0242064
64 0.0246402
64 0.0240917
64 0.0212392
64 0.0233858
64 0.0219184
64 0.0222104
64 0.0255896
64 0.0255168
64 0.022991
128 0.0543972
128 0.0552556
128 0.055343
128 0.0541386
128 0.0537319
128 0.0536366
128 0.0536524
128 0.0526971
128 0.0547185
128 0.0537256
256 0.110656
256 0.111545
256 0.111438
256 0.114535
256 0.112956
256 0.111275
256 0.111051
256 0.112257
256 0.109811
256 0.115104
512 0.215423
512 0.230499
512 0.229741
512 0.215328
512 0.228356
512 0.227561
512 0.222096
512 0.223878
512 0.226357
512 0.224814
1024 0.449488
1024 0.453039
1024 0.43864
1024 0.455142
1024 0.455862
1024 0.449857
1024 0.445429
1024 0.450427
1024 0.459801
1024 0.452284
2048 0.909635
2048 0.905604
2048 0.913317
2048 0.910745
2048 0.912938
2048 0.908851
2048 0.912757
2048 0.914182
2048 0.920203
2048 0.912423
4096 1.81424
4096 1.83139
4096 1.82056
4096 1.82226
4096 1.80976
4096 1.82101
4096 1.82481
4096 1.83426
4096 1.84605
4096 1.82085
8192 3.66222
8192 3.67969
8192 3.68166
8192 3.6762
8192 3.67584
8192 3.65429
8192 3.68021
8192 3.67716
8192 3.67432
8192 3.13788
16384 7.36878
16384 7.3174
16384 7.36482
16384 7.38306
16384 7.40292
16384 7.37721
16384 7.3922
16384 7.34715
16384 7.40365
16384 7.39054
32768 14.7829
32768 14.7879
32768 14.7867
32768 14.0823
32768 13.7481
32768 14.1853
32768 14.6448
32768 14.6322
32768 14.6104
32768 14.6473
