1 1.596e-05
1 1.4216e-05
1 1.4307e-05
1 1.4397e-05
1 1.4316e-05
1 1.4356e-05
1 1.4308e-05
1 1.4427e-05
1 1.4287e-05
1 1.4307e-05
2 3.194e-05
2 3.0157e-05
2 3.0448e-05
2 3.0367e-05
2 3.0086e-05
2 3.0077e-05
2 3.0306e-05
2 3.0068e-05
2 3.0197e-05
2 3.0328e-05
4 6.6104e-05
4 6.6387e-05
4 6.5313e-05
4 6.5535e-05
4 6.5375e-05
4 6.5694e-05
4 6.5975e-05
4 6.5954e-05
4 7.9071e-05
4 6.8641e-05
8 0.000138321
8 0.000135596
8 0.000136007
8 0.000136027
8 0.000135707
8 0.000135706
8 0.000135727
8 0.000135777
8 0.000136017
8 0.000137049
16 0.000309247
16 0.000296331
16 0.000284528
16 0.000283006
16 0.000280701
16 0.000281822
16 0.000325128
16 0.000385209
16 0.000345215
16 0.00028524
32 0.00137088
32 0.00154065
32 0.00175697
32 0.00137713
32 0.00124333
32 0.00110374
32 0.00125701
32 0.00146384
32 0.00130929
32 0.00122162
64 0.00590733
64 0.00522601
64 0.00576091
64 0.00562522
64 0.00594705
64 0.00511573
64 0.00506496
64 0.00529244
64 0.00594911
64 0.00512925
128 0.0111438
128 0.0118874
128 0.0113681
128 0.0118922
128 0.0108739
128 0.0115941
128 0.010947
128 0.0116468
128 0.0109153
128 0.0114247
256 0.0232414
256 0.0232131
256 0.022928
256 0.0229245
256 0.0230888
256 0.0228237
256 0.0226403
256 0.0225342
256 0.0225607
256 0.0225271
512 0.0453723
512 0.0451078
512 0.0453959
512 0.0452667
512 0.0452101
512 0.0452553
512 0.0451137
512 0.0437017
512 0.0438616
512 0.0435484
1024 0.0883739
1024 0.0881641
1024 0.0882006
1024 0.0880566
1024 0.0917557
1024 0.0887185
1024 0.087954
1024 0.0882693
1024 0.0880886
1024 0.0898484
2048 0.18231
2048 0.179038
2048 0.176161
2048 0.176257
2048 0.176367
2048 0.17678
2048 0.176222
2048 0.176063
2048 0.176821
2048 0.182235
4096 0.353696
4096 0.3539
4096 0.351816
4096 0.354772
4096 0.352826
4096 0.353774
4096 0.362888
4096 0.364361
4096 0.358885
4096 0.356205
8192 0.704853
8192 0.704896
8192 0.71843
8192 0.727392
8192 0.724027
8192 0.709319
8192 0.709635
8192 0.71215
8192 0.713776
8192 0.72544
16384 1.43792
16384 1.41519
16384 1.42186
16384 1.43547
16384 1.42341
16384 1.4203
16384 1.41808
16384 1.43771
16384 1.43588
16384 1.45166
32768 2.83414
32768 2.90873
32768 2.8525
32768 2.86187
32768 2.89967
32768 2.88023
32768 2.88141
32768 2.87185
32768 2.88211
32768 2.87652
